RowID,name,brand,color,freeShipping,inStock,avRating,reviewCount,listPrice,shippingPeriod,date,siteName,category,TimeNextPrice,group,PriceUp
907,BlackBerry Curve 8520,BlackBerry,Red,0,2,,,9595,3 Business Days,10/19/2012 7:00,Indiaplaza,Mobiles,1,1,0
945,BlackBerry Curve 9220,BlackBerry,Black,0,1,,,11505,3 Business Days,10/19/2012 7:00,Indiaplaza,Mobiles,1,1,0
994,BlackBerry Curve 9300 3G,BlackBerry,Black,0,1,,,11900,3 Business Days,10/19/2012 7:00,Indiaplaza,Mobiles,1,1,0
1043,BlackBerry Curve 9360,BlackBerry,Black,0,1,,,18015,3 Business Days,10/19/2012 7:00,Indiaplaza,Mobiles,1.000694444,1,0
1095,Htc Chacha (Black Silver),Htc,Black,0,1,,,11511,3 Business Days,10/19/2012 7:00,Indiaplaza,Mobiles,1,1,0
1122,Htc Chacha (White Silver ),Htc,White,0,1,,,11511,3 Business Days,10/19/2012 7:00,Indiaplaza,Mobiles,1,1,0
1381,HTC Wildfire S,HTC,,0,1,,,13135,3 Business Days,10/19/2012 7:00,Indiaplaza,Mobiles,1,1,0
1543,Karbonn A5,Karbonn,,0,1,,,5290,3 Business Days,10/19/2012 7:00,Indiaplaza,Mobiles,1,1,0
2487,Nokia E5,Nokia,Black,0,2,,,9007,3 Business Days,10/19/2012 7:00,Indiaplaza,Mobiles,1,1,0
857,BlackBerry Bold 9790,BlackBerry,Black,0,1,,,25470,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
1267,HTC One V,HTC,,0,1,,,17831,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
1314,HTC One X,HTC,,0,1,,,35198,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
1347,HTC Sensation XL With Beats Audio,HTC,Red,0,2,,,35200,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
1591,Karbonn A7,Karbonn,,0,2,,,6700,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1.000694444,1,0
1748,LG Optimus Hub E510,LG,Red,0,2,,,10351,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,0.165972222,1,0
2042,LG T515,LG,,0,1,,,4654,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,0.165972222,1,0
2127,Micromax Ninja 3 A57,Micromax,Red,0,1,,,4999,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
2203,Micromax Ninja 4.0 A87,Micromax,,0,1,,,6180,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
2268,Motorola Defy Plus,Motorola,,0,2,,,14200,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
2308,Motorola RAZR XT910,Motorola,Red,0,1,,,28590,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
2335,Nokia Asha 302,Nokia,,0,1,,,6210,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1.000694444,1,0
2559,Nokia Lumia 710,Nokia,Black,0,1,,,14970,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
2607,Nokia Lumia 800,Nokia,Black,0,1,,,23137,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
2691,Nokia N8,Nokia,,0,1,,,18522,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
2739,Samsung Champ Neo Duos C3262,Samsung,,0,1,,,3190,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
2894,Samsung Galaxy Chat B5330,Samsung,,0,1,,,8490,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
3195,Sony Ericsson Xperia Pro (MK16i),Sony Ericsson,,0,2,,,16900,3 Business Days,10/19/2012 7:01,Indiaplaza,Mobiles,1,1,0
23,Micromax Punk A44,Micromax,,0,1,,,4299,Normally Ships in 3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
209,Sony Xperia Tipo Dual,Sony,Red,0,1,,,10056,6 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
1448,Karbonn A1+,Karbonn,,0,1,,,4110,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
1631,Karbonn A7+,Karbonn,Blue,0,1,,,6990,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
1701,LG Optimus 4X HD P880,LG,Red,0,1,,,27992,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,0.193055556,1,0
1778,LG Optimus L3 E400,LG,,0,1,,,7252,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,0.193055556,1,0
2100,MICROMAX A45,MICROMAX,Blue,0,1,,,4950,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
2230,MOTOROLA ATRIX-2 with EA GAMES,MOTOROLA,,0,2,,,22368,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
2383,Nokia Asha 311,Nokia,Blue,0,1,,,6349,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
2439,Nokia C5-05,Nokia,,0,1,,,6116,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
2654,Nokia Lumia 900,Nokia,,0,2,,,32000,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
3034,Samsung Galaxy S Duos S7562,Samsung,Red,0,1,,,16900,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
3133,Samsung Galaxy Y DUOS Lite S5302,Samsung,,0,1,,,6790,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
3160,Samsung Galaxy Y DUOS S6102,Samsung,,0,1,,,8490,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1.000694444,1,0
3185,Samsung Omnia M,Samsung,,0,2,,,15900,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,6,1,0
3273,Sony Xperia Miro,Sony,,0,1,,,14499,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
3341,Sony Xperia SL,Sony,Red,0,1,,,30999,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
3368,Sony Xperia Sola,Sony,,0,1,,,19471,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
3395,Sony Xperia Tipo,Sony,Red,0,1,,,9280,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
3448,Spice Mi 320,Spice,,0,1,,,4907,3 Business Days,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
6963,Nokia Lumia 610,Nokia,Red,0,1,,,12174,,10/19/2012 7:02,Indiaplaza,Mobiles,1,1,0
2,HTC Desire VC,HTC,,0,1,,,20174,Normally Ships in 3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,1,1,0
1149,HTC Desire C,HTC,,0,2,,,11974,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,1,1,0
1174,HTC Desire V,HTC,Red,0,1,,,15608,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,0.192361111,1,0
1199,HTC Desire X,HTC,,0,2,,,19600,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,1,1,0
1235,HTC One S,HTC,,0,2,,,23747,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,0.193055556,1,0
1407,iBall Andi 3e,IBall,,0,1,,,5899,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,3,1,0
1825,LG Optimus L5 Dual E615,LG,,0,1,,,13388,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,0.192361111,1,0
1870,LG Optimus L5 E612,LG,Red,0,1,,,12432,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,0.192361111,1,0
1915,LG Optimus L7 P705,LG,,0,1,,,15894,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,0.192361111,1,0
1960,LG Optimus Net Dual P698,LG,,0,1,,,9714,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,0.192361111,1,0
2003,LG Optimus Sol E730,LG,Red,0,1,,,16874,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,0.192361111,1,0
2785,Samsung Galaxy Ace Duos S6802,Samsung,,0,1,,,11900,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,1,1,0
2856,Samsung Galaxy Ace Plus S7500,Samsung,Black,0,2,,,15500,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,1,1,0
2919,Samsung Galaxy Note (N-7000),Samsung,,0,1,,,29990,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,1,1,0
3060,Samsung Galaxy SII I9100,Samsung,Red,0,1,,,25900,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,1,1,0
3077,Samsung Galaxy SIII - I9300 16 GB,Samsung,,0,1,,,34900,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,3,1,0
3092,Samsung Galaxy SIII - I9300 32 GB,Samsung,,0,2,,,37900,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,5,1,0
3230,Sony Xperia Go,Sony,,0,1,,,17526,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,0.192361111,1,0
3254,Sony Xperia Ion,Sony,,0,1,,,32085,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,0.193055556,1,0
3299,Sony Xperia Neo L,Sony,,0,1,,,18015,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,1,1,0
3321,Sony Xperia P,Sony,Red,0,1,,,22379,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,0.193055556,1,0
3421,Sony Xperia U,Sony,,0,1,,,14614,3 Business Days,10/19/2012 7:03,Indiaplaza,Mobiles,0.192361111,1,0
6078,Karbonn A11,Karbonn,,0,2,,,8990,,10/19/2012 7:03,Indiaplaza,Mobiles,1,1,0
7745,Spice Mi-310 (Brown),Spice,Brown,1,2,5,3,3999,,10/19/2012 8:20,Infibeam,Mobiles,0.278472222,1,0
3861,BlackBerry 9320 (Black),BlackBerry,Black,1,1,5,3,14489,2-3 business days,10/19/2012 10:02,Infibeam,Mobiles,0.152777778,1,0
6727,Motorola Fire XT311 (Black),Motorola,Black,1,2,4,7,6549,,10/19/2012 10:02,Infibeam,Mobiles,0.152777778,1,0
4199,Micromax A25 Smarty (Black),Micromax,Black,1,1,5,2,3750,2-3 business days,10/19/2012 10:03,Infibeam,Mobiles,0.152777778,1,0
4916,Sony Xperia P (Black),Sony,Black,1,1,5,1,22990,2-3 business days,10/19/2012 10:03,Infibeam,Mobiles,0.152777778,1,0
4946,Sony Xperia U (Black),Sony,Black,1,1,,,14990,2-3 business days,10/19/2012 10:03,Infibeam,Mobiles,0.706944444,1,0
7618,Sony Ericsson Xperia Ray ST 18i (Black),Sony Ericsson,Black,1,2,2,1,18699,,10/19/2012 10:03,Infibeam,Mobiles,4.708333333,1,0
7690,Sony Xperia S (Black),Sony,Black,1,1,,,28999,,10/19/2012 10:03,Infibeam,Mobiles,6,1,0
1749,LG Optimus Hub E510,LG,Red,0,2,,,10351,3 Business Days,10/19/2012 11:00,Indiaplaza,Mobiles,0.834027778,1,0
2043,LG T515,LG,,0,1,,,4654,3 Business Days,10/19/2012 11:00,Indiaplaza,Mobiles,0.834027778,1,0
83,Micromax E390 CDMA Mobile Phone&nbsp;,Micromax,,1,2,0,0,3999,6-7 Working Days,10/19/2012 11:20,HomeShop18,Mobiles,6.791666667,1,0
91,Nokia 100 Mobile Phone&nbsp;,Nokia,,1,2,0,0,1179,6-7 Working Days,10/19/2012 11:20,HomeShop18,Mobiles,6.779861111,1,0
117,Nokia Asha 200 Mobile Phone&nbsp;,Nokia,,1,2,0,0,4069,6-7 Working Days,10/19/2012 11:20,HomeShop18,Mobiles,6.779861111,1,0
199,Videocon V1805 Mobile Phone&nbsp;,Videocon,,1,1,0,0,2449,6-7 Working Days,10/19/2012 11:20,HomeShop18,Mobiles,6.779861111,1,0
192,Sony Xperia U Mobile Phone&nbsp;,Sony,,1,2,0,0,14990,6-7 Working Days,10/19/2012 11:40,HomeShop18,Mobiles,6.777777778,1,0
348,Micromax Combo of Dual Sim Bar Phone...&nbsp;,Micromax,,1,1,0,0,1999,4-5 Working Days,10/19/2012 11:40,HomeShop18,Mobiles,6.334722222,1,0
390,Zen Full Touch Dual Sim Phone - M28&nbsp;,Zen,,1,2,0,0,1999,4-5 Working Days,10/19/2012 11:40,HomeShop18,Mobiles,6.777777778,1,0
1175,HTC Desire V,HTC,Red,0,1,,,15608,3 Business Days,10/19/2012 11:40,Indiaplaza,Mobiles,0.807638889,1,0
1702,LG Optimus 4X HD P880,LG,Red,0,1,,,27992,3 Business Days,10/19/2012 11:40,Indiaplaza,Mobiles,0.806944444,1,0
1779,LG Optimus L3 E400,LG,,0,1,,,7252,3 Business Days,10/19/2012 11:40,Indiaplaza,Mobiles,0.806944444,1,0
1826,LG Optimus L5 Dual E615,LG,,0,1,,,13388,3 Business Days,10/19/2012 11:40,Indiaplaza,Mobiles,0.807638889,1,0
1871,LG Optimus L5 E612,LG,Red,0,1,,,12432,3 Business Days,10/19/2012 11:40,Indiaplaza,Mobiles,0.807638889,1,0
1916,LG Optimus L7 P705,LG,,0,1,,,15894,3 Business Days,10/19/2012 11:40,Indiaplaza,Mobiles,0.807638889,1,0
1961,LG Optimus Net Dual P698,LG,,0,1,,,9714,3 Business Days,10/19/2012 11:40,Indiaplaza,Mobiles,0.807638889,1,0
2004,LG Optimus Sol E730,LG,Red,0,1,,,16874,3 Business Days,10/19/2012 11:40,Indiaplaza,Mobiles,0.807638889,1,0
3231,Sony Xperia Go,Sony,,0,1,,,17526,3 Business Days,10/19/2012 11:40,Indiaplaza,Mobiles,0.807638889,1,0
3422,Sony Xperia U,Sony,,0,1,,,14614,3 Business Days,10/19/2012 11:40,Indiaplaza,Mobiles,0.807638889,1,0
463,LG OPTIMUS BLACK P970,LG,Black,0,1,,,17473,4 Business Days,10/19/2012 11:41,Indiaplaza,Mobiles,4.806944444,1,0
1236,HTC One S,HTC,,0,2,,,23747,3 Business Days,10/19/2012 11:41,Indiaplaza,Mobiles,0.806944444,1,0
1758,LG Optimus L3 Dual E405,LG,,0,1,,,8028,3 Business Days,10/19/2012 11:41,Indiaplaza,Mobiles,2.807638889,1,0
3255,Sony Xperia Ion,Sony,,0,1,,,32085,3 Business Days,10/19/2012 11:41,Indiaplaza,Mobiles,0.806944444,1,0
3322,Sony Xperia P,Sony,Red,0,1,,,22379,3 Business Days,10/19/2012 11:41,Indiaplaza,Mobiles,0.806944444,1,0
3486,Samsung Galaxy Y S5360 Mobile Phone&nbsp;,Samsung,,1,2,0,0,7089,2-3 Working Days,10/19/2012 11:41,HomeShop18,Mobiles,5.471527778,1,0
648,Samsung Galaxy Note 2 (II) (White),Samsung,White,1,1,5,2,39900,3-4 business days,10/20/2012 3:00,Infibeam,Mobiles,3.000694444,1,0
3668,Arise A51 (White),Arise,White,1,2,,,859,2-3 business days,10/20/2012 3:00,Infibeam,Mobiles,3.000694444,1,0
4080,Karbonn A9 Dual Sim Smartphone (Ivory White) (White),Karbonn,White,1,1,5,29,8399,2-3 business days,10/20/2012 3:00,Infibeam,Mobiles,3.000694444,1,0
4474,Motorola Atrix 2 (Black),Motorola,Black,1,1,5,8,19999,2-3 business days,10/20/2012 3:00,Infibeam,Mobiles,3.000694444,1,0
4869,Samsung Galaxy S Duos S7562 (White),Samsung,White,1,1,5,2,16990,2-3 business days,10/20/2012 3:00,Infibeam,Mobiles,3.001388889,1,0
5577,HTC Explorer (Royal Black),HTC,Black,1,1,4,3,8049,,10/20/2012 3:00,Infibeam,Mobiles,3.000694444,1,0
5836,HTC Wildfire S (Grey),HTC,Grey,1,1,5,6,10399,,10/20/2012 3:00,Infibeam,Mobiles,5.215972222,1,0
6524,Micromax Q80 with 3G Wifi,Micromax,Graphite Black,1,2,4,22,3449,,10/20/2012 3:00,Infibeam,Mobiles,3.000694444,1,0
6640,Motorola Defy Plus (Black),Motorola,Black,2,2,5,33,13199,,10/20/2012 3:00,Infibeam,Mobiles,3.000694444,1,0
396,Samsung Galaxy S III (Blue),Samsung,Blue,1,1,5,5,34900,4-5 business days,10/20/2012 3:01,Infibeam,Mobiles,3,1,0
428,Samsung Galaxy S III (White),Samsung,White,1,1,5,5,34900,4-5 business days,10/20/2012 3:01,Infibeam,Mobiles,3.000694444,1,0
3494,AirTyme GTX75 TORRID (Green),AirTyme,Green,2,2,4,15,1549,2-3 business days,10/20/2012 3:01,Infibeam,Mobiles,3,1,0
3556,AirTyme GTX75 TORRID (Orange),AirTyme,Orange,2,2,4,15,1549,2-3 business days,10/20/2012 3:01,Infibeam,Mobiles,3,1,0
4540,Nokia Asha 305 Dual SIM (Grey),Nokia,Grey,1,1,4,4,4589,2-3 business days,10/20/2012 3:01,Infibeam,Mobiles,3.000694444,1,0
4947,Sony Xperia U (Black),Sony,Black,1,1,,,14990,2-3 business days,10/20/2012 3:01,Infibeam,Mobiles,3.000694444,1,0
5233,Airtyme Flaunt (Black),Airtyme,Black,1,1,4,1,2489,,10/20/2012 3:01,Infibeam,Mobiles,3.000694444,1,0
5686,HTC Explorer (White),HTC,White,1,1,4,3,8099,,10/20/2012 3:01,Infibeam,Mobiles,3,1,0
6212,Lava KKT 11 Plus (Red),Lava,Red,1,1,5,1,1190,,10/20/2012 3:01,Infibeam,Mobiles,3.001388889,1,0
6287,Micromax M2 (Grey),Micromax,Grey,1,1,4,83,1939,,10/20/2012 3:01,Infibeam,Mobiles,3,1,0
6354,Micromax M2 (Orange),Micromax,Orange,1,2,4,83,2199,,10/20/2012 3:01,Infibeam,Mobiles,3.001388889,1,0
6777,Motorola Milestone XT800 (Black),Motorola,Black,1,1,,,9398,,10/20/2012 3:01,Infibeam,Mobiles,3,1,0
6879,Nokia 101 (Black),Nokia,Black,1,1,4,3,1529,,10/20/2012 3:01,Infibeam,Mobiles,3.000694444,1,0
7191,Samsung E1200 Guru (White),Samsung,White,1,1,,,949,,10/20/2012 3:01,Infibeam,Mobiles,3.000694444,1,0
7264,Samsung Galaxy Ace S5830 (Black),Samsung,Black,1,1,4,14,11400,,10/20/2012 3:01,Infibeam,Mobiles,3.000694444,1,0
7374,Samsung Galaxy Note (Blue),Samsung,Blue,1,1,5,4,29990,,10/20/2012 3:01,Infibeam,Mobiles,3.000694444,1,0
7414,Samsung S5360 Galaxy Y (Black),Samsung,Black,1,1,5,18,7090,,10/20/2012 3:01,Infibeam,Mobiles,3.000694444,1,0
7512,Samsung S5360 Galaxy Y (White),Samsung,White,1,1,5,18,7090,,10/20/2012 3:01,Infibeam,Mobiles,3.000694444,1,0
7531,Samsung S6102 Galaxy Y Duos (Black),Samsung,Black,1,1,4,4,8490,,10/20/2012 3:01,Infibeam,Mobiles,3.000694444,1,0
7746,Spice Mi-310 (Brown),Spice,Brown,2,2,5,3,3999,,10/20/2012 3:01,Infibeam,Mobiles,3.000694444,1,0
3621,Arise A51 (Black),Arise,Black,1,1,,,849,2-3 business days,10/20/2012 3:02,Infibeam,Mobiles,3.000694444,1,0
3907,HTC Desire C (Black),HTC,Black,1,1,5,2,11999,2-3 business days,10/20/2012 3:02,Infibeam,Mobiles,6.000694444,1,0
3936,iBall Andi 5c (Black),IBall,Black,2,2,4,2,12559,2-3 business days,10/20/2012 3:02,Infibeam,Mobiles,3.000694444,1,0
4037,Karbonn A5 (White),Karbonn,White,1,1,4,4,5260,2-3 business days,10/20/2012 3:02,Infibeam,Mobiles,4.000694444,1,0
4250,Micromax A87 (Black),Micromax,Black,1,1,4,3,6239,2-3 business days,10/20/2012 3:02,Infibeam,Mobiles,7.902083333,1,0
4502,Motorola Defy XT Mobile Phone (Black),Motorola,Black,1,1,5,3,14889,2-3 business days,10/20/2012 3:02,Infibeam,Mobiles,3.000694444,1,0
4574,Nokia Asha 305 Dual SIM (Red),Nokia,Red,1,1,4,4,4589,2-3 business days,10/20/2012 3:02,Infibeam,Mobiles,3.000694444,1,0
4592,Nokia Asha 311 (Grey),Nokia,Grey,1,1,4,3,6410,2-3 business days,10/20/2012 3:02,Infibeam,Mobiles,3,1,0
5364,Apple iPhone 4S-16GB (Black),Apple,Black,1,1,,,39019,,10/20/2012 3:02,Infibeam,Mobiles,4.001388889,1,1
5439,BlackBerry Curve 8520 (Black),BlackBerry,Black,2,2,4,7,8380,,10/20/2012 3:02,Infibeam,Mobiles,3.000694444,1,0
5470,BlackBerry Curve 9220 (Black),BlackBerry,Black,1,1,5,2,10749,,10/20/2012 3:02,Infibeam,Mobiles,3.000694444,1,0
5516,HTC ChaCha (Silver),HTC,Silver,1,1,4,2,10299,,10/20/2012 3:02,Infibeam,Mobiles,3.000694444,1,0
5729,HTC One V (Jupitor Rock) (Grey),HTC,Grey,1,1,5,2,17899,,10/20/2012 3:02,Infibeam,Mobiles,3.000694444,1,0
5881,HTC Wildfire S (White),HTC,White,1,1,5,6,10399,,10/20/2012 3:02,Infibeam,Mobiles,5.218055556,1,0
5908,iBall Sleec Thin (Black),IBall,Black,1,2,3,1,2149,,10/20/2012 3:02,Infibeam,Mobiles,3.000694444,1,0
5976,iBall Sleec Thin (White),IBall,White,1,1,3,1,2149,,10/20/2012 3:02,Infibeam,Mobiles,3.000694444,1,0
6157,Karbonn A7 (White),Karbonn,White,2,1,5,5,6429,,10/20/2012 3:02,Infibeam,Mobiles,5.218055556,1,1
6504,Micromax Q75,Micromax,Black,2,2,5,5,2369,,10/20/2012 3:02,Infibeam,Mobiles,6.000694444,1,0
6708,Motorola EX226 (Black),Motorola,Black,2,2,,,4599,,10/20/2012 3:02,Infibeam,Mobiles,3.000694444,1,0
6860,Nokia 100 (Legion Blue),Nokia,Legion Blue,1,1,4,2,1239,,10/20/2012 3:02,Infibeam,Mobiles,4.000694444,1,0
507,LG Optimus L3 E400 (Black),LG,Black,1,1,5,5,7129,3-5 business days,10/20/2012 3:03,Infibeam,Mobiles,7.901388889,1,0
623,Samsung Galaxy Note 2 (II) (Grey),Samsung,Grey,1,1,5,2,39900,3-4 business days,10/20/2012 3:03,Infibeam,Mobiles,4,1,0
3772,Arise T20 (White),Arise,White,1,1,5,2,1870,2-3 business days,10/20/2012 3:03,Infibeam,Mobiles,3,1,0
4313,Micromax X101 (White),Micromax,White,1,1,5,2,990,2-3 business days,10/20/2012 3:03,Infibeam,Mobiles,4,1,0
4367,Micromax X101 (Yellow),Micromax,Yellow,1,1,5,2,990,2-3 business days,10/20/2012 3:03,Infibeam,Mobiles,4,1,0
4404,Micromax X271 (Blue),Micromax,Blue,2,2,,,1539,2-3 business days,10/20/2012 3:03,Infibeam,Mobiles,5.218055556,1,0
4448,Micromax X271 (Red),Micromax,Red,2,2,,,1479,2-3 business days,10/20/2012 3:03,Infibeam,Mobiles,4,1,1
6409,Micromax Ninja 3 A57 (Black),Micromax,Black,2,2,3,2,4899,,10/20/2012 3:03,Infibeam,Mobiles,3,1,0
6476,Micromax Q66 (Black),Micromax,Black,1,1,5,1,2429,,10/20/2012 3:03,Infibeam,Mobiles,4,1,0
6600,Micromax X222 (White),Micromax,White,1,1,5,9,1818,,10/20/2012 3:03,Infibeam,Mobiles,4,1,0
7034,Samsung C3312 Duos (Black),Samsung,Black,1,1,5,1,3890,,10/20/2012 3:03,Infibeam,Mobiles,3,1,0
7058,Samsung C3312 Duos (Silver),Samsung,Silver,1,1,5,1,3890,,10/20/2012 3:03,Infibeam,Mobiles,9.151388889,1,0
7222,Samsung E2232 Hero (Black),Samsung,Black,1,1,4,3,2150,,10/20/2012 3:03,Infibeam,Mobiles,3,1,0
7244,Samsung E2252 Metro (Silver),Samsung,Silver,1,1,,,2490,,10/20/2012 3:03,Infibeam,Mobiles,3,1,0
7352,Samsung Galaxy Ace S5830 (White),Samsung,White,1,1,4,14,11400,,10/20/2012 3:03,Infibeam,Mobiles,6.984722222,1,0
7401,Samsung Galaxy Note (White),Samsung,White,1,1,5,4,29990,,10/20/2012 3:03,Infibeam,Mobiles,6,1,0
7559,Samsung S6102 Galaxy Y Duos (White),Samsung,White,1,1,4,4,8490,,10/20/2012 3:03,Infibeam,Mobiles,4,1,0
7601,Samsung S7500 Galaxy Ace Plus (Blue),Samsung,Blue,1,1,,,15500,,10/20/2012 3:03,Infibeam,Mobiles,4,1,0
7711,Spice M-6800 FLO (Black),Spice,Black,1,1,,,2949,,10/20/2012 3:03,Infibeam,Mobiles,6,1,0
7721,Spice M-6800 FLO (Blue),Spice,Blue,1,2,,,2949,,10/20/2012 3:03,Infibeam,Mobiles,3,1,0
509,Samsung Galaxy Y Duos Lite S5302 (Black),Samsung,Black,1,1,5,2,6990,3-5 business days,10/20/2012 3:04,Infibeam,Mobiles,3.999305556,1,0
471,LG P350,LG,,0,2,,,6490,4 Business Days,10/20/2012 7:00,Indiaplaza,Mobiles,2,1,0
760,Apple iPhone 4S 32GB,Apple,,0,1,,,44990,3 Business Days,10/20/2012 7:00,Indiaplaza,Mobiles,2,1,0
809,BlackBerry 9320,BlackBerry,Black,0,1,,,15108,3 Business Days,10/20/2012 7:00,Indiaplaza,Mobiles,2,1,0
908,BlackBerry Curve 8520,BlackBerry,Red,0,2,,,9595,3 Business Days,10/20/2012 7:00,Indiaplaza,Mobiles,2,1,0
946,BlackBerry Curve 9220,BlackBerry,Black,0,1,,,11505,3 Business Days,10/20/2012 7:00,Indiaplaza,Mobiles,2,1,0
995,BlackBerry Curve 9300 3G,BlackBerry,Black,0,1,,,11900,3 Business Days,10/20/2012 7:00,Indiaplaza,Mobiles,2,1,0
1096,Htc Chacha (Black Silver),Htc,Black,0,1,,,11511,3 Business Days,10/20/2012 7:00,Indiaplaza,Mobiles,2,1,0
1123,Htc Chacha (White Silver ),Htc,White,0,1,,,11511,3 Business Days,10/20/2012 7:00,Indiaplaza,Mobiles,2,1,0
1382,HTC Wildfire S,HTC,,0,1,,,13135,3 Business Days,10/20/2012 7:00,Indiaplaza,Mobiles,2,1,0
1544,Karbonn A5,Karbonn,,0,1,,,5290,3 Business Days,10/20/2012 7:00,Indiaplaza,Mobiles,2,1,0
2488,Nokia E5,Nokia,Black,0,2,,,9007,3 Business Days,10/20/2012 7:00,Indiaplaza,Mobiles,2,1,0
858,BlackBerry Bold 9790,BlackBerry,Black,0,1,,,25470,3 Business Days,10/20/2012 7:01,Indiaplaza,Mobiles,2,1,0
1044,BlackBerry Curve 9360,BlackBerry,Black,0,1,,,18015,3 Business Days,10/20/2012 7:01,Indiaplaza,Mobiles,1.999305556,1,0
1268,HTC One V,HTC,,0,1,,,17831,3 Business Days,10/20/2012 7:01,Indiaplaza,Mobiles,2,1,0
1315,HTC One X,HTC,,0,1,,,35198,3 Business Days,10/20/2012 7:01,Indiaplaza,Mobiles,2,1,0
1348,HTC Sensation XL With Beats Audio,HTC,Red,0,2,,,35200,3 Business Days,10/20/2012 7:01,Indiaplaza,Mobiles,2,1,0
1750,LG Optimus Hub E510,LG,Red,0,2,,,10351,3 Business Days,10/20/2012 7:01,Indiaplaza,Mobiles,5.072222222,1,0
2044,LG T515,LG,,0,1,,,4654,3 Business Days,10/20/2012 7:01,Indiaplaza,Mobiles,2,1,0
2128,Micromax Ninja 3 A57,Micromax,Red,0,1,,,4999,3 Business Days,10/20/2012 7:01,Indiaplaza,Mobiles,2,1,0
2204,Micromax Ninja 4.0 A87,Micromax,,0,1,,,6180,3 Business Days,10/20/2012 7:01,Indiaplaza,Mobiles,2,1,0
2269,Motorola Defy Plus,Motorola,,0,2,,,14200,3 Business Days,10/20/2012 7:01,Indiaplaza,Mobiles,2,1,0
